,date,line,emsg
964,2022-05-16 05:07:39,print(no.array(scores).mean()),NameError: name 'no' is not defined
965,2022-05-16 05:08:02,print(np.array(scores)).mean(()),AttributeError: 'NoneType' object has no attribute 'mean'
966,2022-05-16 05:08:03,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
967,2022-05-16 05:08:08,print(np.array(scores).mean()),NameError: name 'np' is not defined
968,2022-05-16 05:08:09,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
969,2022-05-16 05:08:10,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'モデル' is not defined
970,2022-05-16 05:08:28,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'モデル' is not defined
971,2022-05-16 05:09:01,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'モデル' is not defined
972,2022-05-16 05:09:24,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
973,2022-05-16 05:10:55,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
974,2022-05-16 05:12:07,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
975,2022-05-16 05:12:23,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
976,2022-05-16 05:12:41,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
977,2022-05-16 05:12:45,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
978,2022-05-16 05:13:43,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
979,2022-05-16 05:13:47,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
980,2022-05-16 05:13:54,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
981,2022-05-16 05:13:55,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
982,2022-05-16 05:14:00,model = DecisionTreeRegressor(),NameError: name 'DecisionTreeRegressor' is not defined
983,2022-05-16 05:14:02,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
984,2022-05-16 05:14:02,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
985,2022-05-16 05:14:03,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
986,2022-05-16 05:14:08,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
987,2022-05-16 05:14:09,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
988,2022-05-16 05:14:10,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
989,2022-05-16 05:14:23,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
990,2022-05-16 05:14:23,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
991,2022-05-16 05:14:25,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
992,2022-05-16 05:14:26,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
993,2022-05-16 05:14:28,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
994,2022-05-16 05:14:36,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
995,2022-05-16 05:14:38,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
996,2022-05-16 05:14:38,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
997,2022-05-16 05:14:43,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
998,2022-05-16 05:14:52,model = DecisionTreerRegression(),NameError: name 'DecisionTreerRegression' is not defined
999,2022-05-16 05:15:07,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1000,2022-05-16 05:15:08,model = FecisionTreeRegressor(),NameError: name 'FecisionTreeRegressor' is not defined
1001,2022-05-16 05:15:12,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1002,2022-05-16 05:15:14,model = DecisionTreerRegressor(),NameError: name 'DecisionTreerRegressor' is not defined
1003,2022-05-16 05:15:18,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1004,2022-05-16 05:15:19,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1005,2022-05-16 05:15:20,"print(""MSE: "", mean_squared_error(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [500, 152]"
1006,2022-05-16 05:15:22,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1007,2022-05-16 05:15:27,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1008,2022-05-16 05:15:30,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1009,2022-05-16 05:15:34,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1010,2022-05-16 05:15:36,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1011,2022-05-16 05:15:43,"plt.barh(y_test,y_pred,c='red',alpha=0.3)",AttributeError: 'Rectangle' object has no property 'c'
1012,2022-05-16 05:15:44,"print('R2', r2_score(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [500, 152]"
1013,2022-05-16 05:16:01,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1014,2022-05-16 05:16:12,"plt.scatter(y, x_pred, c='red', alpha=0.3)",NameError: name 'x_pred' is not defined
1015,2022-05-16 05:16:15,,KeyboardInterrupt: 
1016,2022-05-16 05:16:19,,KeyboardInterrupt: 
1017,2022-05-16 05:16:20,,KeyboardInterrupt: 
1018,2022-05-16 05:16:26,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1019,2022-05-16 05:16:42,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1020,2022-05-16 05:16:43,"plot_tree(model, feature_names=df.columns[:-1], filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1021,2022-05-16 05:16:43,"plot_tree(model, feature_names=X.columns[:-1], filled=True)",IndexError: index 11 is out of bounds for axis 0 with size 11
1022,2022-05-16 05:17:07,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1023,2022-05-16 05:17:18,model = DecisionTreeRegressior(),NameError: name 'DecisionTreeRegressior' is not defined
1024,2022-05-16 05:17:21,model = DecisionTreeRegressior(),NameError: name 'DecisionTreeRegressior' is not defined
1025,2022-05-16 05:17:30,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1026,2022-05-16 05:17:38,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1027,2022-05-16 05:17:48,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1028,2022-05-16 05:17:49,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1029,2022-05-16 05:18:09,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1030,2022-05-16 05:18:17,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1031,2022-05-16 05:18:18,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1032,2022-05-16 05:18:20,"plt.scatter(y, y_train, c='red', alpha=0.3)",ValueError: x and y must be the same size
1033,2022-05-16 05:18:26,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1034,2022-05-16 05:18:29,"plt.scatter( c='red', alpha=0.3)",TypeError: scatter() missing 2 required positional arguments: 'x' and 'y'
1035,2022-05-16 05:18:36,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1036,2022-05-16 05:18:38,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1037,2022-05-16 05:18:46,"plt.scatter( y. y_pred,c='red', alpha=0.3)",AttributeError: 'Series' object has no attribute 'y_pred'
1038,2022-05-16 05:18:47,model.feature_importance,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importance'
1039,2022-05-16 05:18:49,"plt.scatter( y.y_pred,c='red', alpha=0.3)",AttributeError: 'Series' object has no attribute 'y_pred'
1040,2022-05-16 05:18:50,model.featrue_importances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'featrue_importances_'
1041,2022-05-16 05:18:53,"plt.scatter( y,y_pred,c='red', alpha=0.3)",ValueError: x and y must be the same size
1042,2022-05-16 05:18:55,model.feature_impotences_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_impotences_'
1043,2022-05-16 05:18:57,model.future_importances_,AttributeError: 'LinearRegression' object has no attribute 'future_importances_'
1044,2022-05-16 05:19:00,model.feauture_importance_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feauture_importance_'
1045,2022-05-16 05:19:08,model.feature_importance_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importance_'
1046,2022-05-16 05:19:12,model.feature_importences_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importences_'
1047,2022-05-16 05:19:16,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
1048,2022-05-16 05:19:20,model.feature_inportances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_inportances_'
1049,2022-05-16 05:19:23,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1050,2022-05-16 05:19:41,model = DiscriptionLinearRegression(),NameError: name 'DiscriptionLinearRegression' is not defined
1051,2022-05-16 05:19:44,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: Found input variables with inconsistent numbers of samples: [152, 354]"
1052,2022-05-16 05:20:02,"model.fit(X_train, y_train)",ValueError: Number of labels=152 does not match number of samples=354
1053,2022-05-16 05:20:07,model.feature_importances_,AttributeError: 'LinearRegression' object has no attribute 'feature_importances_'
1054,2022-05-16 05:20:18,model = DecisionTreeRegression(),NameError: name 'DecisionTreeRegression' is not defined
1055,2022-05-16 05:20:28,"plt.barh(X_train.columns, model.feature_importances_)",AttributeError: 'DecisionTreeRegressor' object has no attribute 'tree_'
1056,2022-05-16 05:20:34,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1057,2022-05-16 05:20:41,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1058,2022-05-16 05:20:59,"plt.barh(X_train.columns[::-1], model.feature_importances_[::-1])",AttributeError: 'DecisionTreeRegressor' object has no attribute 'tree_'
1059,2022-05-16 05:21:29,model.future_importances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'future_importances_'
1060,2022-05-16 05:21:44,"plt.barh(X_train.columns[::-1], model.feature_importances[::-1])",AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importances'
1061,2022-05-16 05:21:54,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1062,2022-05-16 05:21:58,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1063,2022-05-16 05:22:00,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1064,2022-05-16 05:22:13,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1065,2022-05-16 05:22:13,model = DecisionTreeRegressor(),NameError: name 'DecisionTreeRegressor' is not defined
1066,2022-05-16 05:22:15,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1067,2022-05-16 05:22:19,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
1068,2022-05-16 05:22:27,"plt.barh(X_train.columns[::-1], model.feature_importances_[::-1])",AttributeError: 'DecisionTreeRegressor' object has no attribute 'tree_'
1069,2022-05-16 05:22:41,"model.fit(X_train, y_train)",TypeError: fit() missing 1 required positional argument: 'y'
1070,2022-05-16 05:22:42,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1071,2022-05-16 05:22:43,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1072,2022-05-16 05:22:43,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1073,2022-05-16 05:22:44,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1074,2022-05-16 05:22:45,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1075,2022-05-16 05:22:45,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1076,2022-05-16 05:22:48,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1077,2022-05-16 05:22:58,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1078,2022-05-16 05:23:01,model = DecisionTreeRegressor(maxdeapth=3),TypeError: __init__() got an unexpected keyword argument 'maxdeapth'
1079,2022-05-16 05:23:04,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1080,2022-05-16 05:23:08,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1081,2022-05-16 05:23:09,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1082,2022-05-16 05:23:11,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1083,2022-05-16 05:23:12,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1084,2022-05-16 05:23:16,"model.fit(X_train, y_train)",TypeError: fit() missing 1 required positional argument: 'y'
1085,2022-05-16 05:23:17,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1086,2022-05-16 05:23:20,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1087,2022-05-16 05:23:23,model = DecisionTreeRegressor(maxdeepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdeepth'
1088,2022-05-16 05:23:35,model = DecisionTreeRegressor(model = DecisionTreeRegressor(max_depth=3)),TypeError: __init__() got an unexpected keyword argument 'model'
1089,2022-05-16 05:23:45,model = LinearRegression(max_depth=3),TypeError: __init__() got an unexpected keyword argument 'max_depth'
1090,2022-05-16 05:23:48,"model.fit(X_train, y_train)",ValueError: Number of labels=152 does not match number of samples=354
1091,2022-05-16 05:24:05,"plot_tree(model, feature_names=X.columns, filled=True)",NotFittedError: This DecisionTreeRegressor instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
1092,2022-05-16 05:24:14,"model.fit(X_train, y_train)",ValueError: Number of labels=152 does not match number of samples=354
1093,2022-05-16 05:24:23,model = LinearRegression(max_depth=3),TypeError: __init__() got an unexpected keyword argument 'max_depth'
1094,2022-05-16 05:24:34,"plot_tree(model, feature_names=X.columns, filled=True)",NotFittedError: This DecisionTreeRegressor instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
1095,2022-05-16 05:24:37,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
1096,2022-05-16 05:24:58,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
